,follower_count,following_count,mentions_received,reposts_received,mentions_sent,reposts_sent,posts,platform,CPP
3051,263614,759,110.410259905,26.5571232737,1.62383379401,0.100503358535,1.11862146793,2,5272.28
1052,1641075,695,5237.29104892,1080.58372601,17.6361116683,3.39282996065,6.62220586411,2,32821.5
4675,32342,2622,64.641881773,21.4921308523,22.2502876588,0.583369584856,27.5128375473,0,323.41999999999996
877,132100,56571,388.210787203,13.7901207488,25.9219139652,0.341936471695,17.5938470236,0,1321.0
1931,1445520,260,52.1790895658,13.5647223441,3.46356134255,1.06212017228,2.77127001244,0,14455.2
1790,366460,466,1167.89692965,415.263913927,49.9186328622,8.06155671768,82.5351766421,0,3664.6
59,1404323,563,967.720641729,579.431127684,4.47379849183,0.805680232136,6.24180594033,2,28086.460000000003
119,98788,2354,385.79535532,172.183430066,8.3611127573,5.09220072691,10.7774189865,2,1975.76
1901,11427,1951,31.2018970657,9.46773932115,12.7086399663,1.09142538088,16.9942186851,0,114.27
5181,130850,3394,92.8696511202,16.5384838869,2.54804761537,0.100503358535,3.036687975,1,2617.0
3796,78731,6212,97.3958422434,57.1797678825,13.8436437887,1.78863596845,12.6607555142,2,1574.62
4154,34860,219,87.5141898241,31.0365179476,4.43364988023,1.10959252973,3.14519256827,2,697.2
5015,480412,11948,1795.52554643,685.575043835,4.53498744385,1.31814022265,15.8259155715,1,9608.24
2760,16806,195,30.931329726,11.6998667006,4.30277317017,1.11867249948,4.2713800367,0,168.06
3177,30256,23641,50.3041986699,7.24896010074,16.3375226854,3.13408527871,18.3341151844,2,605.12
3954,47006,7814,80.4245750861,23.2592549278,4.50235113101,0.100503358535,5.52749826568,2,940.12
1248,47006,7814,80.4245750861,23.2592549278,4.50235113101,0.100503358535,5.52749826568,0,470.06
2724,131920,364,651.765133792,170.153144385,4.80191984295,0.341936471695,7.05404416267,0,1319.1999999999998
831,804394,1370,6881.48299573,5013.64229512,22.683131263,2.38553797354,18.4209811988,1,16087.880000000001
1541,28613,3557,0.75143425077,0.295998478572,0.100503358535,0.100503358535,0.100503358535,1,572.26
4489,119001,119704,63.6032615837,17.010681516,11.2328519009,0.100503358535,6.62889672446,2,2380.02
2106,366460,466,1167.89692965,415.263913927,49.9186328622,8.06155671768,82.5351766421,1,7329.2
4366,3042715,3811,1951.52822645,890.613211633,1.37257368422,0.100503358535,2.88107706749,0,30427.15
3019,41367,71,32.5496527385,16.5278458647,4.59073046229,1.58736518389,10.8323755103,0,413.66999999999996
4988,828774,904,374.369869253,95.2745611912,2.57321391025,1.58739658919,2.31418366768,1,16575.48
289,126738,779,171.819555176,37.2942852658,4.41132266395,1.53022249247,4.20288258489,1,2534.76
4975,723800,328,1695.43019461,317.463664979,3.5810568194,1.85822627025,6.48408594887,1,14476.0
3551,173872,2804,346.547498255,85.7971306975,6.81297388377,1.33791522607,7.57468668763,0,1738.7200000000003
4780,224146,272,56.7252801893,11.8540570388,0.100503358535,0.100503358535,5.7829787543,2,4482.92
1816,21591,1179,90.4565058494,25.7982917525,5.70932864827,1.11115882218,5.17662002447,2,431.82000000000005
957,96531,87,81.5617342573,43.3214649545,6.59024510976,2.3391332378,12.0896446122,2,1930.6200000000001
576,71597,44262,10.4035634589,3.36535463966,0.591205606947,0.100503358535,5.0745674068,1,1431.9399999999998
139,78731,6212,97.3958422434,57.1797678825,13.8436437887,1.78863596845,12.6607555142,0,787.31
2195,7360339,95,12473.150064,9597.00107289,5.32394729283,1.35362352682,8.26623872778,2,92004.2375
2378,117913,1299,189.755229794,67.3102230393,11.2948306946,2.56726916744,10.9337661034,0,1179.1299999999999
4195,41367,71,32.5496527385,16.5278458647,4.59073046229,1.58736518389,10.8323755103,1,827.3399999999999
4105,12729,231,2.81663123724,2.39645501502,1.35796102798,0.100503358535,1.82128297253,2,254.57999999999998
559,3302480,550744,936.636126376,206.101772388,41.3171893605,0.595962080709,42.8137044787,1,66049.6
2777,282305,2114,38.8128094277,14.1610399443,7.51889890331,0.837941584862,5.01017874742,1,5646.1
1167,45589,862,148.854279232,36.998883856,27.8817679309,3.33349180419,23.8612817152,0,455.89
5266,864557,7352,5744.73281891,5311.50720366,14.2957902199,0.351840143871,14.7637491918,1,17291.14
3119,154830,10613,138.757742448,50.1686980014,3.55783179957,0.341936471695,3.81385000977,1,3096.6000000000004
5185,58090,6,98.9542408593,27.7975963377,0.796262414086,0.332423043719,0.332423043719,1,1161.8000000000002
2177,128305,213,140.038427023,77.7520497721,2.14953593034,0.100503358535,19.4340698837,1,2566.1000000000004
3098,638283,150,20677.8834456,5606.96445094,1.32608699884,0.100503358535,33.6829020514,1,12765.66
3376,78083,679,165.594483553,89.1431564125,5.18626684479,2.4168313702,7.17936378545,0,780.8299999999999
338,871652,140,133.213344879,56.0277473134,2.62255029053,1.12116022334,2.62255029053,0,8716.52
4736,120772,468,660.384085815,145.539331294,5.02997588997,2.31389014514,6.30511611846,2,2415.44
1422,26821,24787,8.14871982667,7.70747535703,1.05899281778,1.05899281778,42.4717126568,2,536.4200000000001
4638,17842623,46964,16377.1728978,5728.95895108,0.362150068203,0.100503358535,1.60824805844,2,133819.67250000002
4212,3302480,550744,936.636126376,206.101772388,41.3171893605,0.595962080709,42.8137044787,2,66049.6
2068,220242,357,452.547280711,140.0075344,13.439022061,3.04369326436,13.6479820066,1,4404.84
3129,4321482,259,7068.5940808,3773.24875881,2.10199402263,0.339522140564,10.2165316735,1,86429.64
2791,462071,331717,201.098430037,136.251577298,0.100503358535,0.100503358535,0.100503358535,2,9241.42
3587,44034,2974,223.914525839,85.6051762716,23.6886708148,9.26024467972,21.0503096777,1,880.68
4843,24437,279,12.3557961024,7.14426675627,2.13576731162,0.599382241421,4.66636477511,2,488.74
5494,25360,20872,1.48259322545,0.716815998035,1.08365421195,1.08365421195,2.53274438183,0,253.6
2994,1352348,331,19129.8486618,14552.7339915,2.06541803294,0.580955253724,16.2815024995,1,27046.96
1997,1834007,773,1674.26690878,388.426427249,29.3318518028,7.30829344579,17.6597096249,2,36680.14
8,2273871,4524,6782.40533805,2944.52424508,12.9557232877,2.79186097666,66.2062083002,0,22738.71
4751,20288,1568,34.2837900328,21.3172019582,1.34796746583,0.600714082587,1.36592188825,1,405.76
3404,405315,128127,131.597627554,23.4538713842,7.38161250358,0.100503358535,7.40641623293,1,8106.3
2193,723800,328,1695.43019461,317.463664979,3.5810568194,1.85822627025,6.48408594887,2,14476.0
1813,163145,906,182.175568401,78.0432023746,11.6076680412,3.59001979003,9.60515452068,2,3262.9
539,41367,71,32.5496527385,16.5278458647,4.59073046229,1.58736518389,10.8323755103,0,413.66999999999996
3288,41367,71,32.5496527385,16.5278458647,4.59073046229,1.58736518389,10.8323755103,0,413.66999999999996
2387,614689,400,199.618296223,67.8124694734,9.36619224194,0.359533601106,4.09448755266,0,6146.889999999999
1714,44027,113,45.2042215224,20.3689668816,1.11615836228,0.100503358535,0.859718422134,2,880.54
918,8168488,76,2821.69423405,787.511274161,2.60521066322,0.583369584856,2.38168711194,1,118443.076
4103,504004,3109,311.8003107,142.633228932,4.4860901625,1.04940792319,4.8068233239,2,10080.08
4097,54453,7688,115.323357245,22.752883155,16.8677184175,2.09249850431,10.746838393,1,1089.06
1889,45589,862,148.854279232,36.998883856,27.8817679309,3.33349180419,23.8612817152,0,455.89
144,28613,3557,0.75143425077,0.295998478572,0.100503358535,0.100503358535,0.100503358535,0,286.13
1579,488750,320,1207.19007707,599.721600029,0.842022024976,0.593198607493,7.04473454517,2,9775.0
1103,3171023,5171,1111.08266816,405.552681196,4.85048632535,0.100503358535,4.40149608514,1,63420.46000000001
5223,45589,862,148.854279232,36.998883856,27.8817679309,3.33349180419,23.8612817152,2,911.78
5187,501043,3289,307.805391227,72.5250702042,2.10364411311,0.604091150446,2.83240137645,2,10020.86
4932,119001,119704,63.6032615837,17.010681516,11.2328519009,0.100503358535,6.62889672446,0,1190.01
2050,185616,1001,266.013873916,54.3452304246,13.1119037493,0.334765666801,13.6651725665,1,3712.32
2448,53678,1751,191.438869699,62.7249449229,0.100503358535,0.100503358535,0.100503358535,2,1073.56
536,638283,150,20677.8834456,5606.96445094,1.32608699884,0.100503358535,33.6829020514,0,6382.83
5402,11018,160,2.92897451074,0.880196778734,0.100503358535,0.100503358535,0.5908589259,0,110.18
4699,92462,692,141.503204167,35.2897466154,3.78726278837,0.596412376469,3.04191498134,0,924.62
382,20542,635,10.99055651,1.45465674427,1.09579702847,0.598150193501,2.07771803393,0,205.42000000000002
4136,454514,1479,455.180615236,293.839558332,30.1880543966,0.100503358535,21.0631964465,2,9090.28
1353,1607541,93,389.533119657,217.628442156,0.359533601106,0.100503358535,0.84979013175,1,32150.82
3906,67736,30523,48.7654171991,14.0291133209,12.2462332026,0.100503358535,9.00010370921,0,677.36
5381,125438,983,55.1372659579,23.4461396366,2.25139829697,0.100503358535,7.2079084546,2,2508.76
1109,392738,9364,258.523923974,124.471540448,7.4713396256,0.595962080709,10.999133619,1,7854.76
486,4491415,756,4499.99625119,2206.57189762,26.9669247433,12.6282827226,29.0698219532,1,89828.3
1288,2632007,5,557.729240632,195.417689996,0.100503358535,0.100503358535,0.100503358535,2,52640.14
2287,33669,29327,128.414854027,23.9196306635,6.5562550178,0.339522140564,12.2922053818,0,336.68999999999994
3591,627949,150866,246.40384554,74.7054295201,21.2609389965,1.32068103422,15.2780657745,2,12558.98
4429,5629637,51683,4894.9012163,2375.07856014,5.94982939427,0.862666017566,6.83946301185,0,56296.369999999995
1090,9542820,2069,4336.3582863,668.570800935,7.37699596965,1.83838072076,3.1136251344,2,119285.25
2941,53678,1751,191.438869699,62.7249449229,0.100503358535,0.100503358535,0.100503358535,1,1073.56
4568,130878,5409,14.4416640637,5.67375398189,0.875213637725,0.100503358535,26.1918930322,2,2617.5599999999995
4660,58090,6,98.9542408593,27.7975963377,0.796262414086,0.332423043719,0.332423043719,1,1161.8000000000002
4376,631958,674,614.96874489,329.330090956,4.05227895632,1.34056577289,12.3050354357,1,12639.16
1634,10148,7948,1.06295314041,0.821520027252,0.100503358535,0.100503358535,0.613383238826,1,202.95999999999998
3374,203788,1069,1043.23595348,558.213656192,20.6436432941,1.37120787076,22.2313859611,2,4075.76
1108,48711,22845,61.9248042388,18.5789010899,0.100503358535,0.100503358535,0.100503358535,2,974.22
5073,1205166,3329,55.7950098681,24.7160051856,1.55777924808,0.334765666801,2.51153637688,2,24103.32
3691,28613,3557,0.75143425077,0.295998478572,0.100503358535,0.100503358535,0.100503358535,2,572.26
1511,39262,848,40.4950207027,8.9436069153,3.22767690032,0.564342728903,1.07032070863,0,392.62
89,25360,20872,1.48259322545,0.716815998035,1.08365421195,1.08365421195,2.53274438183,0,253.6
65,4491415,756,4499.99625119,2206.57189762,26.9669247433,12.6282827226,29.0698219532,1,89828.3
4959,2745543,7828,349.819625135,107.081021087,0.604091150446,0.100503358535,2.39220134212,1,54910.86
5416,120772,468,660.384085815,145.539331294,5.02997588997,2.31389014514,6.30511611846,0,1207.72
4389,405315,128127,131.597627554,23.4538713842,7.38161250358,0.100503358535,7.40641623293,0,4053.15
1894,1445520,260,52.1790895658,13.5647223441,3.46356134255,1.06212017228,2.77127001244,0,14455.2
4515,143101,128686,874.212873202,347.630667262,4.49847061965,0.100503358535,34.9779777238,0,1431.01
3548,130878,5409,14.4416640637,5.67375398189,0.875213637725,0.100503358535,26.1918930322,2,2617.5599999999995
4373,580544,2799,296.978205315,135.831428625,15.0330256841,4.80717981227,8.26206312673,1,11610.88
1940,65264,956,226.763549906,72.1454053207,3.78166453239,2.04793724216,3.0637191965,0,652.64
3751,1040229,725,1420.43804049,573.592695333,2.8074417817,0.86035687901,9.02871832426,1,20804.58
5071,1205166,3329,55.7950098681,24.7160051856,1.55777924808,0.334765666801,2.51153637688,0,12051.66
4678,319991,321,2487.6361918,1634.34978582,3.25415918529,0.573856156879,18.3335932951,0,3199.91
1191,1834007,773,1674.26690878,388.426427249,29.3318518028,7.30829344579,17.6597096249,1,36680.14
5367,263614,759,110.410259905,26.5571232737,1.62383379401,0.100503358535,1.11862146793,2,5272.28
5119,739581,10723,102.026750104,96.7713185484,1.53732181604,1.05435803853,3.46775398195,0,7395.81
5165,2260661,233,13580.6294376,1883.09001537,27.1828015928,13.098383319,18.3497218154,0,22606.61
4333,15385,673,55.9935458813,22.3219449455,6.94623325492,0.341936471695,6.50397747795,2,307.7
554,5922518,483,65758.403536,32054.0555967,1.61241011026,0.100503358535,2.63160675438,2,74031.475
5334,146298,49266,146.311226579,84.4510189798,1.3083555275,0.100503358535,4.0358259366,1,2925.96
3268,130850,3394,92.8696511202,16.5384838869,2.54804761537,0.100503358535,3.036687975,1,2617.0
4396,4321482,259,7068.5940808,3773.24875881,2.10199402263,0.339522140564,10.2165316735,2,86429.64
3044,65264,956,226.763549906,72.1454053207,3.78166453239,2.04793724216,3.0637191965,1,1305.28
4588,92462,692,141.503204167,35.2897466154,3.78726278837,0.596412376469,3.04191498134,0,924.62
1521,131920,364,651.765133792,170.153144385,4.80191984295,0.341936471695,7.05404416267,2,2638.3999999999996
1169,15385,673,55.9935458813,22.3219449455,6.94623325492,0.341936471695,6.50397747795,2,307.7
5001,488553,38857,44.9295850425,5.14356577277,2.29966575197,0.571441825748,2.29727556415,1,9771.06
1526,224146,272,56.7252801893,11.8540570388,0.100503358535,0.100503358535,5.7829787543,2,4482.92
4995,15096,1167,26.0166627553,9.60160408362,2.05709550507,0.100503358535,1.80827208758,0,150.96
2127,17842623,46964,16377.1728978,5728.95895108,0.362150068203,0.100503358535,1.60824805844,1,181102.62345
2145,2774790,20342,5088.57716465,6.18308067892,0.810460607776,0.339522140564,1.08175730664,1,55495.8
371,224146,272,56.7252801893,11.8540570388,0.100503358535,0.100503358535,5.7829787543,0,2241.46
646,41367,71,32.5496527385,16.5278458647,4.59073046229,1.58736518389,10.8323755103,0,413.66999999999996
3212,17842623,46964,16377.1728978,5728.95895108,0.362150068203,0.100503358535,1.60824805844,0,80291.8035
1425,53678,1751,191.438869699,62.7249449229,0.100503358535,0.100503358535,0.100503358535,0,536.78
2693,948551,75,5738.81759374,3738.22521768,15.7845956254,3.59447447391,32.2224096489,1,18971.02
3912,163145,906,182.175568401,78.0432023746,11.6076680412,3.59001979003,9.60515452068,2,3262.9
1310,25360,20872,1.48259322545,0.716815998035,1.08365421195,1.08365421195,2.53274438183,2,507.2
3054,366460,466,1167.89692965,415.263913927,49.9186328622,8.06155671768,82.5351766421,1,7329.2
4805,220242,357,452.547280711,140.0075344,13.439022061,3.04369326436,13.6479820066,2,4404.84
3510,366460,466,1167.89692965,415.263913927,49.9186328622,8.06155671768,82.5351766421,2,7329.2
293,3317868,58,4181.19036583,2200.00702641,18.3799704838,13.8671522537,31.7927874243,1,66357.36
4339,266407,1592,660.897263062,297.090332679,28.2579999628,0.839682343383,20.7226649911,0,2664.0699999999997
5291,92462,692,141.503204167,35.2897466154,3.78726278837,0.596412376469,3.04191498134,0,924.62
1206,580544,2799,296.978205315,135.831428625,15.0330256841,4.80717981227,8.26206312673,2,11610.88
4302,8168488,76,2821.69423405,787.511274161,2.60521066322,0.583369584856,2.38168711194,2,102106.1
937,488750,320,1207.19007707,599.721600029,0.842022024976,0.593198607493,7.04473454517,0,4887.5
1614,1205166,3329,55.7950098681,24.7160051856,1.55777924808,0.334765666801,2.51153637688,1,24103.32
3907,267738,274,81.0656099345,43.1489374234,0.100503358535,0.100503358535,0.100503358535,1,5354.76
2694,265258,209,631.915946309,457.648549848,5.46098548773,0.100503358535,7.49812649824,2,5305.16
573,13822,1418,244.365010618,111.680252572,16.4250830888,0.61628597372,18.7413650038,0,138.22
1877,17842623,46964,16377.1728978,5728.95895108,0.362150068203,0.100503358535,1.60824805844,2,133819.67250000002
1330,356712,2070,24.8239103521,4.46812603418,2.14440635704,0.605766716163,1.62703890732,0,3567.12
5058,20808,3459,1.44604119814,0.546204843023,0.588247021485,0.34437519001,1.07360098682,1,416.15999999999997
1869,177796,0,9.1483841077,5.32269459265,0.100503358535,0.100503358535,0.100503358535,0,1777.96
973,128305,213,140.038427023,77.7520497721,2.14953593034,0.100503358535,19.4340698837,1,2566.1000000000004
5483,3081505,119234,19.1730199185,9.94951080322,0.100503358535,0.100503358535,0.100503358535,0,30815.050000000003
1121,265258,209,631.915946309,457.648549848,5.46098548773,0.100503358535,7.49812649824,2,5305.16
5365,4947410,112,1774.21392717,830.899475371,0.100503358535,0.100503358535,0.100503358535,1,98948.2
4051,7360339,95,12473.150064,9597.00107289,5.32394729283,1.35362352682,8.26623872778,0,73603.39
1016,100836,144,512.444492859,143.893264105,4.58975662174,1.84493170726,5.11085060107,2,2016.72
4760,146298,49266,146.311226579,84.4510189798,1.3083555275,0.100503358535,4.0358259366,1,2925.96
3658,739581,10723,102.026750104,96.7713185484,1.53732181604,1.05435803853,3.46775398195,2,14791.62
3074,580544,2799,296.978205315,135.831428625,15.0330256841,4.80717981227,8.26206312673,2,11610.88
3504,19562,17637,572.874855518,390.2936809,27.5520404128,7.16755674559,32.1019061639,2,391.24
414,33669,29327,128.414854027,23.9196306635,6.5562550178,0.339522140564,12.2922053818,1,673.3799999999999
4347,14843,12352,48.5302706176,13.1948176686,17.8887517201,1.84802501352,13.9392783231,0,148.43
2735,804394,1370,6881.48299573,5013.64229512,22.683131263,2.38553797354,18.4209811988,2,16087.880000000001
730,65264,956,226.763549906,72.1454053207,3.78166453239,2.04793724216,3.0637191965,0,652.64
488,508213,554,3619.31076978,878.310233803,7.82867570173,2.26757425945,23.6213238573,2,10164.26
481,100836,144,512.444492859,143.893264105,4.58975662174,1.84493170726,5.11085060107,1,2016.72
4826,125512,13701,267.703832628,94.3880680445,10.9862864413,1.36020464936,11.1684045527,0,1255.12
2953,173872,2804,346.547498255,85.7971306975,6.81297388377,1.33791522607,7.57468668763,0,1738.7200000000003
2098,2256591,735,488.964332631,211.425789685,0.865711164193,0.36479296426,0.847756741777,2,45131.82
1719,7185698,30,29146.9564617,18082.7435955,0.100503358535,0.100503358535,4.50239641345,0,71856.98000000001
2935,23230,495,118.052431863,56.6682926506,6.37320537301,0.840719744654,9.82700494448,2,464.6
1914,480412,11948,1795.52554643,685.575043835,4.53498744385,1.31814022265,15.8259155715,1,9608.24
493,1040229,725,1420.43804049,573.592695333,2.8074417817,0.86035687901,9.02871832426,0,10402.29
4197,285735,276251,19.3275815086,7.29201558065,0.100503358535,0.100503358535,0.100503358535,0,2857.3500000000004
4840,3166413,276,1253.34542879,980.12092647,12.9634252305,2.38001807762,100.537796661,0,31664.13
1100,45589,862,148.854279232,36.998883856,27.8817679309,3.33349180419,23.8612817152,1,911.78
2812,1445520,260,52.1790895658,13.5647223441,3.46356134255,1.06212017228,2.77127001244,0,14455.2
4325,2256591,735,488.964332631,211.425789685,0.865711164193,0.36479296426,0.847756741777,0,22565.91
3394,19904,258,16.0414248308,6.13353101743,0.100503358535,0.100503358535,0.852101899472,0,199.04
2135,206818,15196,15.2101079964,4.31465898754,0.100503358535,0.100503358535,0.100503358535,0,2068.1800000000003
1427,103607,53468,48.048702113,25.0929446732,0.100503358535,0.100503358535,0.100503358535,0,1036.07
4330,298668,551,493.256379358,206.660552171,4.11521228104,0.854539102098,3.07546280949,2,5973.360000000001
3327,828774,904,374.369869253,95.2745611912,2.57321391025,1.58739658919,2.31418366768,0,8287.74
520,41765,185,1529.64305757,282.858500112,76.8095144531,5.39217109551,104.438625475,1,835.3
2055,78731,6212,97.3958422434,57.1797678825,13.8436437887,1.78863596845,12.6607555142,1,1574.62
163,5342840,33401,173636.23895,52349.6742074,11.408839373,1.65290020303,13.4852657683,1,77471.18000000001
3528,723800,328,1695.43019461,317.463664979,3.5810568194,1.85822627025,6.48408594887,0,7238.0
4175,10693,935,0.634421753939,0.367462556237,0.367462556237,0.100503358535,0.367462556237,0,106.92999999999999
4403,232753,320,175.264776264,100.480819758,3.1084904768,1.61471682509,4.401918701,1,4655.0599999999995
3817,221001,906,3933.23800737,1574.38645056,0.339522140564,0.100503358535,12.7373300964,1,4420.02
1376,132100,56571,388.210787203,13.7901207488,25.9219139652,0.341936471695,17.5938470236,0,1321.0
5046,57840,27137,271.759860328,35.9558041591,13.0793877781,0.100503358535,12.6428812457,1,1156.8000000000002
1,21591,1179,90.4565058494,25.7982917525,5.70932864827,1.11115882218,5.17662002447,1,431.82000000000005
1514,1445520,260,52.1790895658,13.5647223441,3.46356134255,1.06212017228,2.77127001244,0,14455.2
2598,265258,209,631.915946309,457.648549848,5.46098548773,0.100503358535,7.49812649824,2,5305.16
4122,78731,6212,97.3958422434,57.1797678825,13.8436437887,1.78863596845,12.6607555142,0,787.31
2192,1674046,24246,1560.77045543,561.797879064,4.30041197934,1.08938693801,3.5551939912,2,33480.92
1925,100151,31383,286.941738381,37.7999641202,6.6636151376,0.100503358535,8.46420673503,1,2003.02
1843,206818,15196,15.2101079964,4.31465898754,0.100503358535,0.100503358535,0.100503358535,1,4136.360000000001
3313,71597,44262,10.4035634589,3.36535463966,0.591205606947,0.100503358535,5.0745674068,1,1431.9399999999998
4164,16017,9311,7.48541734253,2.77818823162,0.100503358535,0.100503358535,0.100503358535,1,320.34
3555,3742349,58111,1337.14689048,275.658602722,8.41601221535,1.55952189384,4.29605899526,2,74846.98000000001
638,41367,71,32.5496527385,16.5278458647,4.59073046229,1.58736518389,10.8323755103,1,827.3399999999999
4011,864557,7352,5744.73281891,5311.50720366,14.2957902199,0.351840143871,14.7637491918,0,8645.57
213,158467,154157,299.60787906,80.1902863889,0.100503358535,0.100503358535,0.100503358535,0,1584.67
5008,513424,6,755.632593095,364.713137315,4.76533488739,0.586102452138,6.59206719042,2,10268.48
1631,480412,11948,1795.52554643,685.575043835,4.53498744385,1.31814022265,15.8259155715,2,9608.24
2402,627949,150866,246.40384554,74.7054295201,21.2609389965,1.32068103422,15.2780657745,0,6279.49
364,58090,6,98.9542408593,27.7975963377,0.796262414086,0.332423043719,0.332423043719,2,1161.8000000000002
